Date of Final Decision,Submission Number,Device,Company,Panel (Lead),Primary Product Code,pdf_url,local_pdf_path
8/7/25,K251629,UNiD Spine Analyzer,Medicrea International S.A.S. (Medtronic),Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251629.pdf,Data/FDA Summary Statements/2026-04-16_K251629.pdf
8/6/25,K250569,Cardiologs Holter Platform,Philips France Commercial,Cardiovascular,DPS,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250569.pdf,Data/FDA Summary Statements/2026-04-16_K250569.pdf
8/5/25,K250246,uMR Jupiter,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250246.pdf,Data/FDA Summary Statements/2026-04-16_K250246.pdf
8/1/25,K250941,Revolution Vibe,"GE Medical Systems, LLC",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250941.pdf,Data/FDA Summary Statements/2026-04-16_K250941.pdf
7/31/25,K243341,Genius AI Detection 2.0,"Hologic, Inc.",Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243341.pdf,Data/FDA Summary Statements/2026-04-16_K243341.pdf
7/31/25,K250738,YSIO X.pree,Siemens Medical Solutions,Radiology,KPR,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250738.pdf,Data/FDA Summary Statements/2026-04-16_K250738.pdf
7/31/25,DEN240068,ArteraAI Prostate,Artera Inc.,Pathology,SFH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/DEN240068.pdf,Data/FDA Summary Statements/2026-04-16_DEN240068.pdf
7/30/25,K243919,Voxel Dosimetry (00859873006226),Hermes Medical Solutions AB,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243919.pdf,Data/FDA Summary Statements/2026-04-16_K243919.pdf
7/28/25,K250652,ECG-AI Low Ejection Fraction (LEF) 12-Lead algorithm (1010),"Anumana, Inc.",Cardiovascular,QYE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250652.pdf,Data/FDA Summary Statements/2026-04-16_K250652.pdf
7/25/25,K251322,Venue; Venue Go; Venue Fit; Venue Sprint,"GE Medical Systems Ultrasound and Primary care Diagnostics,",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251322.pdf,Data/FDA Summary Statements/2026-04-16_K251322.pdf
7/24/25,K251455,EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System,Philips Ultrasound LLC,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251455.pdf,Data/FDA Summary Statements/2026-04-16_K251455.pdf
7/23/25,K243681,Neuro Insight V1.0,Olea Medical S.A.S.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243681.pdf,Data/FDA Summary Statements/2026-04-16_K243681.pdf
7/22/25,K250686,GyriCalc (Version 1.0.0),NeuroSpectrum Insights Corp.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250686.pdf,Data/FDA Summary Statements/2026-04-16_K250686.pdf
7/22/25,K250901,"Vantage Fortian/Orian 1.5T, MRT-1550, V10.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250901.pdf,Data/FDA Summary Statements/2026-04-16_K250901.pdf
7/18/25,K250902,HeartFlow Analysis,"HeartFlow, Inc.",Cardiovascular,PJA,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250902.pdf,Data/FDA Summary Statements/2026-04-16_K250902.pdf
7/18/25,K250999,V8 Diagnostic Ultrasound System; cV8 Diagnostic Ultrasound System; V7 Diagnostic Ultrasound System; cV7 Diagnostic Ultrasound System; V6 Diagnostic Ultrasound System; cV6 Diagnostic Ultrasound System; V5 Diagnostic Ultrasound System; cV5 Diagnostic Ultrasound System; V4 Diagnostic Ultrasound System; cV4 Diagnostic Ultrasound System,"Samsung Medison Co., Ltd.",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250999.pdf,Data/FDA Summary Statements/2026-04-16_K250999.pdf
7/17/25,K243547,uMR Ultra,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243547.pdf,Data/FDA Summary Statements/2026-04-16_K243547.pdf
7/17/25,K251839,uMI Panvivo (uMI Panvivo); uMI Panvivo (uMI Panvivo S),"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,KPS,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251839.pdf,Data/FDA Summary Statements/2026-04-16_K251839.pdf
7/16/25,K251342,EchoPAC Software Only / EchoPAC Plug-in,GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251342.pdf,Data/FDA Summary Statements/2026-04-16_K251342.pdf
7/16/25,K251151,Rapid CTA 360,iSchemaView,Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251151.pdf,Data/FDA Summary Statements/2026-04-16_K251151.pdf
7/16/25,K243397,uMR 680,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243397.pdf,Data/FDA Summary Statements/2026-04-16_K243397.pdf
7/15/25,K250119,Tempus ECG-Low EF,"Tempus AI, Inc.",Cardiovascular,QYE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250119.pdf,Data/FDA Summary Statements/2026-04-16_K250119.pdf
7/14/25,K251096,PeekMed web,"Peek Health, S.A.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251096.pdf,Data/FDA Summary Statements/2026-04-16_K251096.pdf
7/14/25,K250660,LUMINOS Q.namix T; LUMINOS Q.namix R,Siemens Medical Solutions,Radiology,OWB,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250660.pdf,Data/FDA Summary Statements/2026-04-16_K250660.pdf
7/10/25,K251169,Vivid Pioneer,GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251169.pdf,Data/FDA Summary Statements/2026-04-16_K251169.pdf
7/8/25,K251766,TumorSight Viz,"SimBioSys, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251766.pdf,Data/FDA Summary Statements/2026-04-16_K251766.pdf
7/7/25,K243884,TAVIPILOT,Caranx Medical,Radiology,OWB,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243884.pdf,Data/FDA Summary Statements/2026-04-16_K243884.pdf
7/3/25,K243679,MammoScreen® (4),Therapixel,Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243679.pdf,Data/FDA Summary Statements/2026-04-16_K243679.pdf
7/3/25,K251528,syngo.via MI Workflows; Scenium; syngo MBF,"Siemens Medical Solutions USA, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251528.pdf,Data/FDA Summary Statements/2026-04-16_K251528.pdf
7/1/25,K243779,Bunkerhill Abdominal Aortic Quantification (AAQ),BunkerHill Health,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243779.pdf,Data/FDA Summary Statements/2026-04-16_K243779.pdf
7/1/25,K250221,StrokeSENS ASPECTS Software Application,Circle Cardiovascular Imaging Inc.,Radiology,POK,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250221.pdf,Data/FDA Summary Statements/2026-04-16_K250221.pdf
7/1/25,K250096,Felix NeuroAI  System,Fasikl Incorporated,Neurology,QBC,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250096.pdf,Data/FDA Summary Statements/2026-04-16_K250096.pdf
6/30/25,K250670,EchoConfidence (USA),Mycardium AI Limited,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250670.pdf,Data/FDA Summary Statements/2026-04-16_K250670.pdf
6/30/25,K243647,Synapse PACS (7.5),FUJIFILM Healthcare Americas Corporation,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243647.pdf,Data/FDA Summary Statements/2026-04-16_K243647.pdf
6/30/25,K250484,PIUR tUS inside,PIUR Imaging GmbH,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250484.pdf,Data/FDA Summary Statements/2026-04-16_K250484.pdf
6/27/25,K243144,X100/X100HT with Full Field Peripheral Blood Smear (PBS) Application,"Scopio Labs , Ltd.",Hematology,JOY,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243144.pdf,Data/FDA Summary Statements/2026-04-16_K243144.pdf
6/27/25,K250984,Maestro System (REF100),Moon Surgical,Gastroenterology-Urology,QZB,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250984.pdf,Data/FDA Summary Statements/2026-04-16_K250984.pdf
6/27/25,K243144,X100/X100HT with Full Field Peripheral Blood Smear (PBS) Application,Scopio Labs Ltd.,Hematology,JOY,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243144.pdf,Data/FDA Summary Statements/2026-04-16_K243144.pdf
6/24/25,K250268,HyperSnap Surgical System (HSS),Hypervision Surgical,Gastroenterology-Urology,SFE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250268.pdf,Data/FDA Summary Statements/2026-04-16_K250268.pdf
6/24/25,K250268,HyperSnap Surgical System (HSS),Hypervision Surgical,Gastroenterology-Urology,SFE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250268.pdf,Data/FDA Summary Statements/2026-04-16_K250268.pdf
6/20/25,K250151,Us2.ca,Eko.ai Pte. Ltd. d/b/a Us2.ai,Cardiovascular,SDJ,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250151.pdf,Data/FDA Summary Statements/2026-04-16_K250151.pdf
6/20/25,K250877,TMINI Miniature Robotic System,"THINK Surgical, Inc.",Neurology,OLO,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250877.pdf,Data/FDA Summary Statements/2026-04-16_K250877.pdf
6/20/25,K250151,Us2.ca,Eko.Ai Pte Ltd. D/B/A Us2.Ai,Cardiovascular,SDJ,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250151.pdf,Data/FDA Summary Statements/2026-04-16_K250151.pdf
6/19/25,K250515,EpiMonitor,Empatica  Srl,Neurology,POS,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250515.pdf,Data/FDA Summary Statements/2026-04-16_K250515.pdf
6/18/25,K243253,6600 Ultrasound System (MyLabA50); 6600 Ultrasound System (MyLabA70),Esaote S.p.A.,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243253.pdf,Data/FDA Summary Statements/2026-04-16_K243253.pdf
6/18/25,K250886,EPIQ Series Diagnostic Ultrasound Systems; Affiniti Series Diagnostic Ultrasound Systems,Philips Ultrasound LLC,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250886.pdf,Data/FDA Summary Statements/2026-04-16_K250886.pdf
6/18/25,K243672,CardIQ Suite,GE Medical Systems SCS,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243672.pdf,Data/FDA Summary Statements/2026-04-16_K243672.pdf
6/17/25,K250440,"RT Elements  (4.5); (Elements) Multiple Brain Mets SRS; (Elements) Cranial SRS; (Elements) Spine SRS; (Elements) Cranial SRS w/ Cones; (Elements) RT Planning Platform; (Elements) Dose Review; (Elements) Retreatment Review; Elements Segmentation [Cranial , Basal Ganglia, Head & Neck, Pelvic, Spine, Thoracic & Spine, Extracranial] RT; Elements AI Tumor Segmentation RT; Elements SmartBrush [Angio, Spine] RT; Elements Object Management RT",Brainlab AG,Radiology,MUJ,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250440.pdf,Data/FDA Summary Statements/2026-04-16_K250440.pdf
6/16/25,K250436,MAGNETOM Flow.Ace; MAGNETOM Flow.Plus,Siemens Shenzhen Magnetic Resonance Ltd.,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250436.pdf,Data/FDA Summary Statements/2026-04-16_K250436.pdf
6/16/25,K250443,MAGNETOM Avanto Fit; MAGNETOM Skyra Fit; MAGNETOM Sola Fit; MAGNETOM Viato.Mobile,Siemens Healthcare GmbH,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250443.pdf,Data/FDA Summary Statements/2026-04-16_K250443.pdf
6/16/25,K250436,MAGNETOM Flow.Ace; MAGNETOM Flow.Plus,"Siemens Shenzhen Magnetic Resonance , Ltd.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250436.pdf,Data/FDA Summary Statements/2026-04-16_K250436.pdf
6/16/25,K250443,MAGNETOM Avanto Fit; MAGNETOM Skyra Fit; MAGNETOM Sola Fit; MAGNETOM Viato.Mobile,Siemens Healthcare GmbH,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250443.pdf,Data/FDA Summary Statements/2026-04-16_K250443.pdf
6/16/25,K250685,Methinks NCCT Stroke,Methinks Software S.L.,Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250685.pdf,Data/FDA Summary Statements/2026-04-16_K250685.pdf
6/15/25,K240795,Withings ECG App,Withings,Cardiovascular,QDA,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240795.pdf,Data/FDA Summary Statements/2026-04-16_K240795.pdf
6/15/25,K240795,Withings ECG App,Withings,Cardiovascular,QDA,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240795.pdf,Data/FDA Summary Statements/2026-04-16_K240795.pdf
6/13/25,K243633,Brainlab Elements (7.0); Brainlab Elements Image Fusion (5.0); Brainlab Elements Image Fusion Angio (1.0); Brainlab Elements Contouring (5.0); Brainlab Elements Fibertracking (3.0); Brainlab Elements BOLD MRI Mapping (1.0),Brainlab AG,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243633.pdf,Data/FDA Summary Statements/2026-04-16_K243633.pdf
6/12/25,K243234,Second Opinion® CS,Pearl Inc.,Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243234.pdf,Data/FDA Summary Statements/2026-04-16_K243234.pdf
6/12/25,K243234,Second Opinion® CS,"Pearl, Inc.",Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243234.pdf,Data/FDA Summary Statements/2026-04-16_K243234.pdf
6/12/25,K251153,Aurora,Ge Medical Systems Israel,Radiology,KPS,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251153.pdf,Data/FDA Summary Statements/2026-04-16_K251153.pdf
6/12/25,K251153,Aurora,GE Medical Systems Israel,Radiology,KPS,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251153.pdf,Data/FDA Summary Statements/2026-04-16_K251153.pdf
6/10/25,K250354,"Viz Subdural+, Viz SUBDURAL PLUS","Viz.ai, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250354.pdf,Data/FDA Summary Statements/2026-04-16_K250354.pdf
6/6/25,K242737,Empatica Health Monitoring Platform; EmbracePlus; Empatica Care; Care Portal,Empatica S.r.l.,Cardiovascular,MWI,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242737.pdf,Data/FDA Summary Statements/2026-04-16_K242737.pdf
6/6/25,K251009,Cirrus Resting State fMRI Software,"Sora Neuroscience, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251009.pdf,Data/FDA Summary Statements/2026-04-16_K251009.pdf
6/6/25,K242737,Empatica Health Monitoring Platform; EmbracePlus; Empatica Care; Care Portal,Empatica S.R.L.,Cardiovascular,MWI,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242737.pdf,Data/FDA Summary Statements/2026-04-16_K242737.pdf
6/5/25,K251456,BrightHeart View Classifier,BrightHeart,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251456.pdf,Data/FDA Summary Statements/2026-04-16_K251456.pdf
6/5/25,K243667,Sonic DL,"GE Medical Systems, LLC",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243667.pdf,Data/FDA Summary Statements/2026-04-16_K243667.pdf
6/4/25,K250749,PhysCade System,"Physcade, Inc.",Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250749.pdf,Data/FDA Summary Statements/2026-04-16_K250749.pdf
6/4/25,K251397,"Ingenia, Ingenia CX, Ingenia Elition, Ingenia Ambition, BlueSeal, MR 5300 and MR 7700 MR System",Philips Medical Systems Nederland B.V.,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251397.pdf,Data/FDA Summary Statements/2026-04-16_K251397.pdf
6/4/25,K243810,TraumaCad Neo (1.1),Brainlab Ltd.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243810.pdf,Data/FDA Summary Statements/2026-04-16_K243810.pdf
6/4/25,K250749,PhysCade System,"PhysCade, Inc.",Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250749.pdf,Data/FDA Summary Statements/2026-04-16_K250749.pdf
6/4/25,K251397,"Ingenia, Ingenia CX, Ingenia Elition, Ingenia Ambition, BlueSeal, MR 5300 and MR 7700 MR System",Philips Medical Systems Nederland B.V.,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251397.pdf,Data/FDA Summary Statements/2026-04-16_K251397.pdf
5/30/25,K243005,AudaxCeph Cephalogram Analysis Software,Audax d.o.o.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243005.pdf,Data/FDA Summary Statements/2026-04-16_K243005.pdf
5/30/25,DEN240047,Allix5,"Clairity, Inc.",Radiology,SEZ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/DEN240047.pdf,Data/FDA Summary Statements/2026-04-16_DEN240047.pdf
5/30/25,K242830,LensHooke X3 PRO Semen Quality Analyzer; LensHooke X3 PRO SE Semen Quality Analyzer,"Bonraybio Co., LTD.",Hematology,POV,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242830.pdf,Data/FDA Summary Statements/2026-04-16_K242830.pdf
5/30/25,K250236,Swoop® Portable MR Imaging® System (V2),"Hyperfine, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250236.pdf,Data/FDA Summary Statements/2026-04-16_K250236.pdf
5/30/25,K243863,Opulus Lymphoma Precision,"Roche Molecular Systems, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243863.pdf,Data/FDA Summary Statements/2026-04-16_K243863.pdf
5/30/25,K251406,BriefCase-Triage,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251406.pdf,Data/FDA Summary Statements/2026-04-16_K251406.pdf
5/29/25,K250543,Voluson Performance 16; Voluson Performance 18,GE Medical Systems Ultrasound and Primary care Diagnostics,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250543.pdf,Data/FDA Summary Statements/2026-04-16_K250543.pdf
5/28/25,K243378,Rapid MLS,iSchemaview Inc.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243378.pdf,Data/FDA Summary Statements/2026-04-16_K243378.pdf
5/28/25,K250427,TAIMedImg DeepMets,"Taiwan Medical Imaging Co., Ltd.",Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250427.pdf,Data/FDA Summary Statements/2026-04-16_K250427.pdf
5/28/25,K250367,CoLumboX,Smart Soft Healthcare AD,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250367.pdf,Data/FDA Summary Statements/2026-04-16_K250367.pdf
5/27/25,K250932,DeepRhythmAI,Medicalgorithmics S.A.,Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250932.pdf,Data/FDA Summary Statements/2026-04-16_K250932.pdf
5/23/25,K250005,Clever One,"Ewoosoft Co., Ltd",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250005.pdf,Data/FDA Summary Statements/2026-04-16_K250005.pdf
5/23/25,K243989,Second Opinion® 3D,"Pearl, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243989.pdf,Data/FDA Summary Statements/2026-04-16_K243989.pdf
5/23/25,K243937,Accuro 3S,"Rivanna Medical, Inc.",Radiology,IYO,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243937.pdf,Data/FDA Summary Statements/2026-04-16_K243937.pdf
5/23/25,K242594,DEEPECHO,DeepEcho,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242594.pdf,Data/FDA Summary Statements/2026-04-16_K242594.pdf
5/21/25,K251276,Swoop® Portable MR Imaging® System,"Hyperfine, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251276.pdf,Data/FDA Summary Statements/2026-04-16_K251276.pdf
5/21/25,K243866,InVision Precision Cardiac Amyloid,InVision Medical Technology Corporation,Cardiovascular,SDJ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243866.pdf,Data/FDA Summary Statements/2026-04-16_K243866.pdf
5/21/25,K243762,Synapse 3D Base Tools (V7.0),FUJIFILM Corporation,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243762.pdf,Data/FDA Summary Statements/2026-04-16_K243762.pdf
5/21/25,K243793,EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System,Philips Ultrasound LLC,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243793.pdf,Data/FDA Summary Statements/2026-04-16_K243793.pdf
5/21/25,K243122,uMR Omega,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243122.pdf,Data/FDA Summary Statements/2026-04-16_K243122.pdf
5/20/25,K250370,SCENARIA View Phase 5.0,FUJIFILM Corporation,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250370.pdf,Data/FDA Summary Statements/2026-04-16_K250370.pdf
5/16/25,K243617,uCT ATLAS Astound with uWS-CT-Dual Energy Analysis; uCT ATLAS with uWS-CT-Dual Energy Analysis,"Shanghai United Imaging Healthcare Co.,Ltd.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243617.pdf,Data/FDA Summary Statements/2026-04-16_K243617.pdf
5/16/25,K241671,6450 Ultrasound System (MyLabE80); 6450 Ultrasound System (MyLabE85),Esaote S.p.A.,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241671.pdf,Data/FDA Summary Statements/2026-04-16_K241671.pdf
5/16/25,K240554,InferRead Lung CT.AI,"Infervision Medical Technology Co., Ltd.",Radiology,OEB,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240554.pdf,Data/FDA Summary Statements/2026-04-16_K240554.pdf
5/16/25,K250086,OTS Hip,Ortoma AB,Neurology,OLO,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250086.pdf,Data/FDA Summary Statements/2026-04-16_K250086.pdf
5/14/25,K242624,Medical Image Post-processing Software (uOmnispace.CT),"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242624.pdf,Data/FDA Summary Statements/2026-04-16_K242624.pdf
5/14/25,K242437,Smile Dx®,"Cube Click, Inc.",Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242437.pdf,Data/FDA Summary Statements/2026-04-16_K242437.pdf
5/9/25,K243812,Volta AF-Xplorer,Volta Medical,Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243812.pdf,Data/FDA Summary Statements/2026-04-16_K243812.pdf
5/9/25,K243230,Second Opinion® BLE,Pearl Inc.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243230.pdf,Data/FDA Summary Statements/2026-04-16_K243230.pdf
5/9/25,K242388,LensHooke X12 PRO Semen Analysis System,"Bonraybio Co., LTD.",Hematology,POV,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242388.pdf,Data/FDA Summary Statements/2026-04-16_K242388.pdf
5/9/25,K251110,EPIQ Series Diagnostic Ultrasound Systems; Affiniti Series Diagnostic Ultrasound Systems,Philips Ultrasound LLC,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251110.pdf,Data/FDA Summary Statements/2026-04-16_K251110.pdf
5/9/25,K251126,SKOUT system,Iterative Health,Gastroenterology-Urology,QNP,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251126.pdf,Data/FDA Summary Statements/2026-04-16_K251126.pdf
