level,label,bucket,reason,consequential,n_occurrences,n_trials,example_nct,parser_rules_version
category,Males,male,mapped,True,3,3,NCT01892865,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Missing/declined to answer,unknown,mapped,True,8,3,NCT05132322,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary or gender fluid,gender_diverse,mapped,True,3,3,NCT05185453,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary/third gender,gender_diverse,mapped,True,3,3,NCT04806165,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,None,,unrecognized,True,4,3,NCT00276094,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Available,unknown,mapped,True,3,3,NCT01167608,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Listed,unknown,mapped,True,3,3,NCT05035550,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Number of Enrolled Females,female,mapped,True,3,3,NCT05193500,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Number of Enrolled Males,male,mapped,True,3,3,NCT05193500,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other Gender,gender_diverse,mapped,True,3,3,NCT04757649,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Pansexual,,sexual_orientation,True,3,3,NCT03751020,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parent Female,female,mapped,True,3,3,NCT05714943,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parent Male,male,mapped,True,3,3,NCT05714943,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Partner,,unrecognized,False,3,3,NCT05958615,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Period 2,,unrecognized,False,3,3,NCT05032196,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase I,,unrecognized,False,3,3,NCT01897714,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase II,,unrecognized,False,3,3,NCT01897714,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Prefer Not to Answer the Question,unknown,mapped,True,9,3,NCT05894538,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Prefer Not to Say,unknown,mapped,True,3,3,NCT04927845,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Prefer not to disclose,unknown,mapped,True,4,3,NCT05047627,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Prefers not to identify,unknown,mapped,True,3,3,NCT03636490,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Refuse to answer,unknown,mapped,True,4,3,NCT02469714,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SEX,,structural_or_group,False,3,3,NCT00614822,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex : Female,female,mapped,True,3,3,NCT02488551,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex : Male,male,mapped,True,3,3,NCT02488551,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex assigned at birth,,unrecognized,False,3,3,NCT04636840,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex at birth,,unrecognized,False,3,3,NCT06129487,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex, Female",female,mapped,True,3,3,NCT04660331,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex/Gender, Customized",,unrecognized,False,3,3,NCT02633267,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Something Else,gender_diverse,mapped,True,3,3,NCT03316911,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Straight,,sexual_orientation,True,3,3,NCT05080972,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Straight/heterosexual,,sexual_orientation,True,3,3,NCT06425458,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Teachers,,unrecognized,False,3,3,NCT05048433,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Unavailable,unknown,mapped,True,3,3,NCT00705666,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Undisclosed,unknown,mapped,True,3,3,NCT03450980,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Unknown or Not Reported (Comparison 1),unknown,mapped,True,3,3,NCT07513259,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Unknown or Not Reported (Comparison 2),unknown,mapped,True,3,3,NCT07513259,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Unknown or Not Reported (Comparison 3),unknown,mapped,True,3,3,NCT07513259,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Unknown or Not Reported (Comparison 4),unknown,mapped,True,3,3,NCT07513259,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Unknown/Not reported,unknown,mapped,True,3,3,NCT03251495,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Youth,,unrecognized,False,3,3,NCT05117099,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,mITT,,unrecognized,False,3,3,NCT03861169,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,males,male,mapped,True,3,3,NCT01280617,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,0,,unrecognized,True,2,2,NCT00223080,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,1,,unrecognized,True,2,2,NCT00865566,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,2,,unrecognized,True,2,2,NCT00865566,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Adolescent Female,female,mapped,True,2,2,NCT05714943,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Adolescent Male,male,mapped,True,2,2,NCT05714943,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Adolescent Sex,,unrecognized,False,2,2,NCT03818711,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All participants,,unrecognized,False,2,2,NCT02542293,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All patients,,unrecognized,False,2,2,NCT04561778,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Another identity,gender_diverse,mapped,True,2,2,NCT04597190,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Any STI,,unrecognized,True,2,2,NCT01836445,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Baseline (12 months),,unrecognized,False,2,2,NCT05423756,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Bisexual Males,,sexual_orientation,True,2,2,NCT05161689,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Boy/Man,male,mapped,True,2,2,NCT05376358,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Boys,male,mapped,True,2,2,NCT06017050,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care Partners,,unrecognized,False,2,2,NCT02328326,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care partners,,unrecognized,False,2,2,NCT04621448,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver Gender,,unrecognized,False,2,2,NCT03740113,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver Participants,,unrecognized,False,2,2,NCT03773757,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver Sex Demographics,,unrecognized,False,2,2,NCT04506437,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver sex,,unrecognized,False,2,2,NCT04528732,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child Female,female,mapped,True,2,2,NCT06408818,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child Male,male,mapped,True,2,2,NCT06408818,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,China,,unrecognized,False,2,2,NCT03434379,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Choose not to disclose,unknown,mapped,True,2,2,NCT05142618,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Chose not to answer,unknown,mapped,True,2,2,NCT06268730,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cisgender Female,ambiguous,mapped,True,2,2,NCT06094647,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cisgender Man,ambiguous,mapped,True,2,2,NCT05512949,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cisgender Man,ambiguous,mapped,True,2,2,NCT03464422,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cisgender male,ambiguous,mapped,True,2,2,NCT04797221,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cisgender man or boy,ambiguous,mapped,True,2,2,NCT05140421,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cisgender woman or girl,ambiguous,mapped,True,2,2,NCT05140421,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cisgender women,ambiguous,mapped,True,2,2,NCT04878328,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinicians,,structural_or_group,False,2,2,NCT03885232,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Decline to answer,unknown,mapped,True,2,2,NCT02870101,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Declined to respond,unknown,mapped,True,2,2,NCT05533190,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Did not answer,unknown,mapped,True,2,2,NCT05421754,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Different Identity,gender_diverse,mapped,True,2,2,NCT03715426,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Different identity,gender_diverse,mapped,True,2,2,NCT05372913,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Different identity,gender_diverse,mapped,True,2,2,NCT05906784,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Enrolled,,unrecognized,False,2,2,NCT02768727,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Expansion Phase,,unrecognized,False,2,2,NCT01693562,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,F-F,,unrecognized,True,2,2,NCT02793544,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,F-M,,unrecognized,True,2,2,NCT02793544,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Father,,structural_or_group,False,2,2,NCT03797898,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Female (at birth),female,mapped,True,3,2,NCT05875974,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"Female Donor, Female Recipient",female,mapped,True,2,2,NCT01106833,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"Female Donor, Male Recipient",female,mapped,True,2,2,NCT01106833,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Female gender,female,mapped,True,2,2,NCT06331403,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Female patients,female,mapped,True,2,2,NCT05627596,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Female sex,female,mapped,True,2,2,NCT04755283,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Female to Male Transgender,ambiguous,mapped,True,2,2,NCT04672798,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Full Analysis Set,,unrecognized,False,2,2,NCT03487445,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,GA28948 & GA28949 Pooled Population,,unrecognized,False,2,2,NCT02171429,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gay or Lesbian,,sexual_orientation,True,2,2,NCT03316911,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gay or lesbian,,sexual_orientation,True,2,2,NCT05897827,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Gay/Homosexual,,sexual_orientation,True,2,2,NCT03213366,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Gender Fluid,gender_diverse,mapped,True,2,2,NCT04757649,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender Identification,,unrecognized,False,2,2,NCT04276935,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender Identity : Other,gender_diverse,mapped,True,2,2,NCT05462652,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Gender Non-Conforming,gender_diverse,mapped,True,2,2,NCT04757649,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender Nonconforming,gender_diverse,mapped,True,2,2,NCT05080426,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender Nonconforming/Gender Variant,gender_diverse,mapped,True,2,2,NCT04692077,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Gender Nonconforming/Gender Variant,gender_diverse,mapped,True,2,2,NCT04047420,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Gender fluid,gender_diverse,mapped,True,2,2,NCT03954535,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Gender nonconforming,gender_diverse,mapped,True,2,2,NCT06487390,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender queer,gender_diverse,mapped,True,2,2,NCT01327651,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender unknown,unknown,mapped,True,2,2,NCT03225170,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Genderfluid,gender_diverse,mapped,True,2,2,NCT04317274,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Genderqueer/Gender Nonconforming,gender_diverse,mapped,True,2,2,NCT03316911,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Girl/Woman,female,mapped,True,2,2,NCT05376358,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Girls,female,mapped,True,2,2,NCT06017050,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Global,,unrecognized,False,2,2,NCT03434379,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Healthcare Workers,,unrecognized,False,2,2,NCT04088656,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Heterosexual/Straight,,sexual_orientation,True,2,2,NCT03213366,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,ITT Population,,unrecognized,False,2,2,NCT03622593,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Identified Patient,,unrecognized,False,2,2,NCT03846505,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Induction Phase,,unrecognized,False,2,2,NCT02394028,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Infant sex,,unrecognized,False,2,2,NCT02901665,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Initial Treatment,,unrecognized,False,2,2,NCT03108495,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Intervention (12 months),,unrecognized,False,2,2,NCT05423756,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Kappa FLC Subtype,,unrecognized,False,2,2,NCT04504825,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Lambda FLC Subtype,,unrecognized,False,2,2,NCT04504825,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Lesbian or Gay,,sexual_orientation,True,2,2,NCT02459769,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Lesbian or gay,,sexual_orientation,True,2,2,NCT05512949,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,M-F,,unrecognized,True,2,2,NCT02793544,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,M-M,,unrecognized,True,2,2,NCT02793544,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Main,,unrecognized,False,2,2,NCT02333071,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Main Study Phase,,unrecognized,False,2,2,NCT03970733,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Male (at birth),male,mapped,True,3,2,NCT05875974,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"Male Donor, Female Recipient",female,mapped,True,2,2,NCT01106833,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"Male Donor, Male Recipient",male,mapped,True,2,2,NCT01106833,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male Gender,male,mapped,True,2,2,NCT02067039,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male gender,male,mapped,True,2,2,NCT01053741,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Male only,male,mapped,True,2,2,NCT04550221,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male patients,male,mapped,True,2,2,NCT05627596,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male to Female Transgender,ambiguous,mapped,True,2,2,NCT03003403,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male/Female,female,mapped,True,2,2,NCT00916305,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Males who have sex with Men,male,mapped,True,2,2,NCT05161689,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Men who have sex with men,male,mapped,True,2,2,NCT00924898,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mild,,unrecognized,True,2,2,NCT00276094,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Missing Data,unknown,mapped,True,2,2,NCT03523962,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Missing value,unknown,mapped,True,2,2,NCT01663636,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Missing/Unknown,unknown,mapped,True,2,2,NCT03959241,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Moderate,,unrecognized,True,3,2,NCT00276094,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Multiple,,structural_or_group,True,2,2,NCT04811664,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Neonatal Sex,,unrecognized,False,2,2,NCT03631940,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Never,,unrecognized,True,2,2,NCT05396014,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,No data,unknown,mapped,True,2,2,NCT03281200,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,No response,unknown,mapped,True,2,2,NCT03808883,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non Binary,gender_diverse,mapped,True,2,2,NCT04088097,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non binary,gender_diverse,mapped,True,2,2,NCT04233372,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-Binary/Other,gender_diverse,mapped,True,2,2,NCT04567888,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-binary or other,gender_diverse,mapped,True,2,2,NCT05227027,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary/ Queer,gender_diverse,mapped,True,2,2,NCT04000399,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary/Gender Diverse,gender_diverse,mapped,True,2,2,NCT05521321,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
